Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Europe & Central Asia,ECS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.124310994572,963.357794192678,1085.11625947161,1350.74284692978,1567.19740627154,1659.68087690375,1781.6822230999,2046.02587956115,2294.93962416413,2202.99739415652,2189.74617941017,2371.88092929369,2274.4625368852,2375.21213446095,2422.99452917909,2097.04945482953,2088.79312370652,2185.09673090258,2337.46050543836,2326.71873464089,2518.09181369684,2866.59907854038,,,
Ecuador,ECU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.37698364,71.55696869,97.7811203,132.74375916,150.58769226,168.72697449,190.63995361,194.37643433,232.87501526,245.95539856,288.67254639,342.3848877,389.75610352,416.34295654,435.51330566,466.23751831,450.82925415,470.80328369,494.71490479,484.36807251,471.87576294,494.30838013,,,
Egypt, Arab Rep.,EGY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.03570557,70.36794281,65.58682251,51.60063553,51.60012436,60.99180603,68.03048706,75.12869263,92.32979584,101.21813965,107.41892242,118.69612122,142.75941467,142.59768677,158.20581055,173.5194397,145.2776947,107.98847961,120.22325897,145.31028748,150.90655518,179.68119812,,,
Euro area,EMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.76575518898,1773.8518827825,1975.28649825613,2475.40237607657,2831.38557660337,2948.49708601917,3116.70020871986,3536.61067056003,3995.23485300003,3929.31788402819,3814.88890184279,4075.62330666863,3801.60936957501,3979.21127219233,4067.65809173338,3496.89096315572,3561.84808961563,3753.43041844683,4043.53824034655,3989.96268157562,4262.90081888003,4787.14568798472,,,
Eritrea,ERI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1751833,13.99944115,14.81900692,18.62379265,21.77468681,20.60617447,22.31639481,18.39959717,19.69238472,22.65766335,24.43300056,33.27035522,25.96233749,29.52669525,31.54170799,26.82466125,23.64590836,22.35861588,24.02440262,25.98394394,24.70353127,25.36040497,,,
Spain,ESP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.28399658,1045.05065918,1174.5793457,1640.91772461,1924.27087402,2060.3215332,2242.15869141,2606.27783203,2995.18603516,2937.71826172,2789.63720703,2908.91967773,2590.2253418,2629.46679688,2679.4765625,2349.09375,2376.60107422,2524.68481445,2741.38256836,2716.83349609,2899.01879883,3234.29296875,,,
Estonia,EST,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.97769165,214.70417786,250.48020935,368.97955322,474.50796509,549.63024902,627.18377686,866.49945068,1082.15478516,1006.50708008,966.19024658,1061.1628418,1058.71960449,1194.86206055,1287.76123047,1156.20275879,1226.0859375,1350.12646484,1553.43347168,1599.3503418,1789.03479004,2094.50317383,1986.31225586,,
Ethiopia,ETH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31966591,5.54697561,5.19038343,5.76164436,5.79775095,6.55709887,8.53116226,11.78915215,13.22203732,15.36375141,16.40672684,14.83500671,20.28753662,19.53577042,21.90294838,23.53430557,24.67317772,24.51061249,23.84538269,26.22917175,28.69671059,26.47735214,,,
European Union,EUU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.3490480579,1474.96677355742,1651.23252568033,2071.36504339211,2374.3609597963,2486.36218942674,2636.23461199406,3008.39008019087,3418.10524234316,3342.04445657307,3270.54811164656,3525.81822743647,3300.52367578483,3462.3551679405,3538.14957469189,3045.01407394536,3107.08522459831,3281.62144009338,3537.95573811792,3494.04409029667,3737.60812453052,4220.67733649056,,,
Fragile and conflict affected situations,FCS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0879359615752,23.3102127747087,23.1748365532063,30.2526707135932,35.2383111430539,41.0702548326052,48.7546505395605,57.7199980625887,66.8863437827798,61.5952188500611,67.1035486304324,72.6258555267498,75.6609699576355,81.3606273341807,80.4090405784037,72.2404560915815,70.2318184839853,68.6377339511951,72.9590300993049,73.0939018783377,74.7884676741737,81.7670765992361,,,
Finland,FIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727,1810,2059,2614,3044,3237,3415,3919,4486,4350,4252,4718,4573,4892,4923,4128,4109,4236,4522,4460,4736,5488,,,
Fiji,FJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.03528595,62.10351181,70.07132721,86.89743042,111.04244995,121.23509216,127.42844391,141.43360901,135.50376892,121.84300232,128.39637756,141.65603638,154.21617126,159.02124023,178.70599365,169.72981262,176.06861877,185.6439209,249.3664856,253.74330139,231.98277283,250.02554321,,,
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161.85302734,2192.71557617,2449.75830078,3006.3059082,3458.62744141,3575.02514648,3811.55175781,4312.31054688,4807.37451172,4737.578125,4592.38330078,4931.87792969,4644.59570313,4884.76660156,4980.81494141,4201.78173828,4256.765625,4410.59912109,4666.97998047,4504.48486328,4755.44042969,5380.875,,,
Faroe Islands,FRO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia, Fed. Sts.,FSM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.96359253,181.9655304,170.6489563,209.74185181,259.0256958,399.60940552,246.3755188,259.47079468,290.11981201,325.83734131,361.8036499,377.49035645,370.9263916,353.22512817,343.00762939,359.78536987,396.62982178,405.31103516,422.44638062,420.57949829,398.57369995,393.3493042,,,
Gabon,GAB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.33141327,121.066185,132.21743774,166.88827515,182.61399841,190.27209473,212.61395264,254.19885254,271.5098877,283.02966309,207.93783569,262.77456665,226.32527161,262.78244019,234.42152405,188.42417908,208.90524292,193.97592163,211.22572327,208.28834534,228.02458191,233.87103271,,,
United Kingdom,GBR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.52832031,2052.34667969,2306.12841797,2784.53955078,3366.34155273,3536.32299805,3857.4855957,4367.53564453,4297.47509766,3914.19580078,3956.38891602,4199.08398438,4242.23486328,4304.47802734,4697.76025391,4433.85839844,4017.34228516,3910.81420898,4226.20507813,4268.67724609,4906.23974609,5738.48486328,5138.63623047,,
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,57,67,82,107,134,154,199,286,275,290,317,349,358,369,294,321,304,332,309,355,417,484,,
Ghana,GHA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.27483559,19.207201,19.75684166,23.23123741,25.61305428,39.75449371,45.96789932,54.75652313,61.90890884,61.81399536,71.6121521,95.87026215,83.48946381,104.81430817,78.03632355,77.74266815,64.43041229,74.56986237,82.98774719,93.18772125,87.4445343,100.00096893,,,
Gibraltar,GIB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00282097,22.04349136,25.15307426,25.93502045,26.76063919,19.94359016,16.35091019,22.80706406,23.25375366,24.00493431,22.8732872,24.42393684,23.99205208,26.22439003,37.0862999,43.94221497,38.91920853,33.02272034,35.30637741,42.68258667,41.6195488,44.68689728,,,
Gambia, The,GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.73692703,38.21402359,36.57312012,28.66201591,32.3373642,33.33732224,33.49129486,35.92889786,39.97063065,34.4699173,32.81699753,30.82727623,29.30704689,25.33724403,17.14346313,19.42744446,20.47114944,21.2003746,22.84936142,22.83255005,26.24802017,24.62883568,,,
Guinea-Bissau,GNB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3205328,14.86868,14.40980339,14.86718845,18.48643875,21.1059761,22.80813217,26.1655159,34.93793869,27.59508705,31.5948391,44.70295334,37.72527695,46.01106644,64.91837311,52.38645935,56.52604294,54.74217224,58.78644943,54.0177002,68.04572296,68.81868744,,,
Equatorial Guinea,GNQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.72773552,27.99723434,75.52088928,87.19217682,104.68054199,122.74163055,144.0280304,179.56561279,222.33100891,255.58073425,241.66999817,266.68746948,284.08352661,289.67935181,294.76089478,229.11935425,229.76306152,231.0456543,248.69200134,231.83953857,246.76673889,255.56524658,,,
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.41052246,1004.81542969,1168.82409668,1566.40979004,1782.69592285,1935.26757813,2052.87548828,2426.75952148,2840.50854492,2809.05957031,2564.36938477,2338.91503906,1948.24853516,1832.02966309,1700.49438477,1481.41967773,1513.25915527,1509.7845459,1603.07788086,1569.02905273,1675.11706543,1845.77563477,,,
Grenada,GRD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.3835144,271.16744995,308.3371582,287.2850647,293.60290527,324.55722046,321.82662964,355.66372681,395.50680542,370.04714966,366.41027832,393.21112061,401.84506226,405.39501953,368.81384277,389.39382935,392.77981567,433.48513794,438.918396,487.60290527,469.00775146,505.40463257,,,
Greenland,GRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3463974,99.68914795,107.24440002,112.98001099,121.73466492,131.9634552,148.54319763,158.37693787,175.1161499,168.85533142,174.79473877,190.7144928,200.33554077,198.33766174,216.79504395,233.41566467,246.11730957,265.18399048,265.74734497,278.54898071,289.1265564,340.95812988,,,
Guam,GUM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.85141754,60.46850204,65.32598114,68.42656708,74.88806915,85.49252319,98.42082214,125.84896088,138.78439331,150.38439941,162.99217224,186.59481812,202.51856995,212.02635193,216.9332428,228.02095032,237.30305481,268.69104004,298.95074463,317.6022644,377.86999512,470.56878662,,,
High income,HIC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110.5156564288,2189.37063866732,2372.92758980644,2700.94464658107,2977.22987850319,3148.00666269542,3331.48733884712,3625.36307569686,3902.25078405022,3950.64383562608,4088.29941685814,4403.12167782901,4420.53179565854,4446.01572050137,4570.10015180213,4389.61391241068,4525.40453999717,4694.13002019589,4932.85812241693,5038.34843887296,5474.33801147008,5852.33946762126,,,
Hong Kong SAR, China,HKG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67149353,66.35316467,69.90351105,78.74036407,82.34390259,96.74766541,110.83789063,126.1158905,147.41615295,158.53948975,163.53704834,180.58157349,182.42372131,175.01651001,171.30480957,168.92593384,176.97311401,168.39216614,177.64666748,184.03918457,212.6973114,253.91804504,,,
Heavily indebted poor countries (HIPC),HPC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9659498913051,16.2124529314424,17.1714001255692,19.7073932691378,22.5232180323039,25.6023650063714,29.5996847403242,34.2297560743901,38.6579710906965,39.1840898916897,40.5351442842633,44.4539650491408,45.095954255811,48.9548044802304,49.3999513740765,46.8471935168518,46.3309523317681,45.8499887496206,45.5640455452419,46.8483006393623,47.8286962405562,51.5939446033197,,,
Croatia,HRV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,388,386,512,635,727,816,1041,1259,1188,1126,1132,1030,890,909,796,841,903,1025,1040,1095,1384,,,
Haiti,HTI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15130806,27.21361732,22.22666931,18.49892044,23.90322304,25.11820602,28.96251106,37.40650558,40.25810623,41.22427368,55.5110321,76.81674194,74.79749298,59.15798187,64.86157227,68.24273682,59.83052063,53.5790062,62.01782608,49.08563995,44.17983627,57.87849426,,,
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,360,473,683,798,895,893,1003,1117,944,983,1063,961,991,1006,871,914,985,1080,1054,1173,1382,,,
IBRD only,IBD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0608050063219,76.9855351970116,76.0634726756835,84.8604715601013,98.6674634673824,116.281636672035,134.171291039858,162.23607926468,195.8041933689,199.764770771429,230.471786140026,267.679556153688,284.911354609131,304.883881449374,311.638718191646,296.847194295887,295.070144852071,323.414772474722,340.936554731835,350.931765632019,359.626010829589,412.360732771098,,,
IDA & IBRD total,IBT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2875448584211,63.7771189918898,62.9326308928109,70.5558002813531,81.7002918201971,95.9656933143322,110.625487724681,132.822833746211,159.305916423493,161.821680317917,185.223859976964,213.772963150206,226.823815948489,243.17844817124,248.28304363773,236.199319470963,234.780337123595,254.827782144831,267.426632517228,274.445898230969,280.434377267,319.957610794526,,,
IDA total,IDA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9321776304476,16.4509100059858,17.3285202466821,21.2407436454222,23.9452968314943,27.6946116642162,32.5522977770038,36.652018701647,41.582426131091,41.0446615928587,44.4035960334971,48.0894458304877,50.5656957363539,55.041335551966,57.3359854112824,55.5859313349123,53.7716551806726,52.7693987425387,52.2657074852732,53.6053386982886,55.1284910438419,61.2367694724472,,,
IDA blend,IDB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4844698498938,18.4777174977752,18.8938018827223,26.8429951766937,30.001476359324,35.9954701302058,43.9614710262996,47.6843409479616,52.7131608251958,48.3837063770349,54.3682391737197,58.7824169113965,63.9246605827279,69.9874724365388,73.5636961837674,70.0408124367629,64.824883594861,62.2346007577088,60.2430400125127,60.5745522440952,62.2186271959468,72.6418667231634,,,
Indonesia,IDN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.53566933,17.0277462,19.14863396,25.73569489,26.21132469,34.40548706,44.80917358,56.52228165,59.79582214,62.98189545,86.36213684,108.03186035,106.90163422,103.37931824,103.05883789,97.16175842,107.52870941,111.51396179,111.91187286,119.4984436,133.25634766,160.64176941,,,
IDA only,IDX,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6428704375654,15.4234495869498,16.5549939041459,18.461952325091,20.9328180531441,23.5547649984212,26.850219739078,31.1180514761614,35.9738175458049,37.330996231566,39.1980868231443,42.4907395184861,43.5653612928386,47.0251468321544,48.6527323494877,47.8754943687357,47.7126136290969,47.6522271113905,47.9652644775798,49.8598215569364,51.3289890560419,55.1387742599839,,,
Isle of Man,IMN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,20,20,22,25,27,29,36,38,38,45,48,49,56,57,58,60,57,58,61,64,74,,,
Not classified,INX,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.83740234,1823.73474121,2200.35742188,2910.93212891,3483.16064453,3938.19116211,4147.13232422,4858.64501953,5638.77929688,5502.88769531,5133.45507813,5545.76416016,5210.36376953,5313.70947266,5316.26953125,4575.94482422,4726.31298828,5010.25634766,5187.05761719,5462.73095703,6098.26660156,6764.25878906,6349.47753906,,
Iran, Islamic Rep.,IRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.95653534,94.31704712,105.70446014,116.90391541,142.1769104,173.79692078,197.78089905,245.00897217,297.50875854,364.43450928,436.1362915,518.84020996,513.45483398,408.33044434,375.28466797,384.25985718,447.13925171,466.99432373,478.39190674,378.47418213,338.24972534,392.54144287,,,
Iraq,IRQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.71866798,51.29241562,52.51676941,56.19692612,99.6492157,138.10931396,139.05555725,143.52603149,160.81466675,173.40316772,185.73556519,178.0239563,148.30059814,198.70619202,195.82373047,231.00331116,239.57891846,245.48046875,248.92311096,,,
Iceland,ISL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2854,2527,3045,3837,4411,5076,4915,5800,4747,3621,3612,3911,3760,4069,4488,4270,5016,5945,6234,5865,5652,6716,6400,,
Israel,ISR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472,1515,1362,1390,1443,1512,1558,1773,2129,2036,2240,2446,2410,2681,2816,2661,2801,3094,3220,3354,3637,4339,,,
Italy,ITA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524,1587,1763,2163,2566,2678,2833,3093,3504,3338,3218,3392,3086,3149,3154,2676,2700,2810,3003,2911,3062,3350,3066,,
Jamaica,JAM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.58740234,180.59217834,174.81672668,150.11889648,183.49156189,190.9417572,186.64355469,252.11283875,283.72842407,229.13014221,256.0642395,275.53924561,262.09881592,254.84234619,257.84634399,285.59729004,286.34521484,324.22451782,333.87869263,343.06192017,324.48321533,372.4513855,,,
Jordan,JOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.23510742,171.82507324,175.38461304,172.24946594,186.10636902,196.46897888,199.64881897,219.40531921,289.98577881,333.80767822,319.84109497,338.34609985,342.94042969,320.86730957,306.806427,303.23452759,279.29806519,289.57980347,289.53860474,294.18927002,284.53439331,299.07235718,,,
Japan,JPN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2756,2492,2416,2654,2888,2895,2766,2783,3225,3699,4074,5107,5235,4358,4122,3755,4200,4148,4288,4463,4436,4347,,,
Kazakhstan,KAZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,58,74,111,142,174,177,251,246,244,297,369,363,374,314,260,278,273,270,338,403,,,
Kenya,KEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.40411377,22.14061928,22.33303261,25.71190262,27.75096512,31.13827515,41.07886505,50.38684845,55.4166069,55.28591537,58.93074799,57.18780136,64.72195435,67.89151001,73.19489288,71.3065033,74.26567078,66.80448151,75.6592865,86.06783295,86.67868805,94.67254639,,,
Kyrgyz Republic,KGZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,15,22,27,35,45,50,63,60,61,79,100,105,95,81,73,78,67,63,64,73,,,
Cambodia,KHM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78130531,22.66413116,24.67282104,25.30601883,29.03012466,32.52131653,33.02656555,30.92131042,49.00638199,55.72327423,54.09758377,66.05435944,69.01600647,72.11994934,73.5883255,72.51950836,78.35865784,79.16844177,93.01556396,114.48534393,112.21422577,122.41645813,,,
Kiribati,KIR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,86,93,102,132,132,127,148,191,169,134,143,147,155,156,118,158,179,208,177,239,262,,,
St. Kitts and Nevis,KNA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.56890869,438.06173706,462.62939453,480.22979736,488.82836914,553.5333252,684.95202637,703.309021,875.10992432,865.84637451,856.67333984,907.03131104,867.37713623,924.61462402,947.63323975,1026.50805664,1144.53564453,1167.66101074,1103.17370605,1204.34094238,1050.64367676,1114.37426758,,,
Korea, Rep.,KOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.02932739,500.08016968,531.89007568,633.09393311,708.57940674,887.69561768,1062.19836426,1204.76379395,1137.20910645,1099.13916016,1363.56091309,1507.55664063,1553.32824707,1682.76391602,1880.4420166,1894.34753418,2008.0982666,2220.56420898,2501.13964844,2605.9934082,2648.22412109,3260.44873047,3123.94702148,,
Kuwait,KWT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.56253052,558.32427979,581.97772217,628.84716797,650.58306885,727.70440674,782.64221191,881.10369873,1069.66259766,1025.8807373,1050.42126465,1143.13793945,1196.20715332,1188.28283691,1260.87524414,1235.61889648,1278.63244629,1361.48278809,1660.9864502,1643.56970215,1542.32263184,1860.78369141,,,
Latin America & Caribbean (excluding high income),LAC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.805007553276,268.910782798364,230.408833352136,241.175175059084,273.186215992909,331.181428679515,386.405922277065,462.174901584212,531.003539472131,525.364967634747,624.178592842553,709.81418417952,705.235291966565,734.514657019522,739.662891730908,655.573928380341,623.107146596366,703.497703562724,662.932408324897,647.275087012457,583.629575635518,636.684762649042,,,
Lao PDR,LAO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.10407162,14.47130299,12.91643047,17.61871719,16.27066612,17.37983894,19.28023911,24.81284904,26.80659485,35.78236008,34.58347702,27.16216469,32.51623917,43.56784058,45.61304092,52.15144348,54.51382828,61.60005188,57.35622025,67.81835938,52.15844727,68.87698364,,,
Lebanon,LBN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.55792236,417.78192139,393.22479248,375.07540894,369.98364258,349.50186157,404.09649658,441.85903931,465.74645996,501.01275635,572.42016602,647.17022705,595.36676025,583.47650146,576.65460205,578.64581299,647.56518555,677.37438965,744.6105957,782.2052002,522.42010498,307.13485718,,,
Liberia,LBR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5820322,6.90986061,7.02600765,6.16011524,18.20792198,20.64465714,19.4780159,16.01202202,26.55882072,52.30115128,50.63946533,54.34541321,50.35652542,48.74785614,59.98974228,70.18363953,68.4992981,72.50897217,69.10813904,52.02645493,101.29130554,112.27044678,,,
Libya,LBY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.31530762,261.96295166,185.19685364,192.35475159,202.57089233,210.62667847,231.38442993,269.94934082,312.46572876,342.55401611,380.92901611,312.84854126,,,,,,,,,,,,,
